Tweet,Sentiment,Polarity
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
 GOAL Lavoie gives Halifax a 50 lead,Positive,0.111111111
MattsRoadTrip HHLifestyleTrav gasaffan perthtravelers FolderRed MonkeysVentures DreamsAbroad KaraDiDomizio ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
LindaPeters64 MattsRoadTrip HHLifestyleTrav gasaffan perthtravelers FolderRed MonkeysVentures DreamsAbroad KaraDiDomizio Lee,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Halifax activists get facetoface apology from Trudeau ,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
quiero mudarme a Halifax,Neutral,0
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad ,Negative,-0.105263158
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
NTagouri Inna lillahi wa inna ilayhi rajiun Surely we belong to Allah God and to H,Neutral,0
Christo87487708 Refugees are more important than Canadian veterans and Canadians to be mourned and remembered Shame Shame Shame ht,Neutral,0
msstaceylace smfehir NewImproved9 Emile36099024 HappyintheWest LaybourneJudith ZubrodRob bgirl0001 ,Neutral,0
Who knew Donairs where healthy ha ha ha,Positive,0.111111111
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
My heart is broken for this family in my beautiful hometown of Halifax ,Neutral,0
Halifax From Halifax are u cheering for the Habs or the Leafs displaytextrange964,Positive,0.1
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
CTVAnchor Halifaxs Cunard Centre estimates between 2800 and 3000 people attended todays funeral service for the Barho children C,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Heartbreaking story,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
Cant put into words what it meant for the family to request the presence of Halifax firefighters for todays funer ,Neutral,0
BeautifulRed7 Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire unspeaka,Negative,-0.0625
So sad and so beautiful to see a community come together thisiscanada,Neutral,0
THE FLOOD ADVISORY REMAINS IN EFFECT UNTIL 800 PM EST FOR APPOMATTOXCHARLOTTECAMPBELLFLOYDPITTSYLVAN ,Neutral,0
LabRatRho peimilners NewImproved9 LaybourneJudith smfehir MrsJenJardine 2sidesof49 HappyintheWest ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
CACupdates1 Halifax Cheer Elite Blue Crew IOC5 Global CNCC ,Neutral,0
 So sad ,Negative,-0.166666667
ScotiabankCtr CONTEST ALEHey Halifax Now is your chance to win a pair of tickets to see RockOfAges on March 26 in OurHouse To,Positive,0.058823529
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
 Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
QMJHL score update Halifax coasting with a 50 lead over Saint John early in the 2nd period Groulx has a pair of ,Positive,0.055555556
Praying for the familys healing and resiliencemuch love and condolences,Positive,0.25
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
Concentrix ConcentrixCAN More like Dartmouth Not real Halifaxdisplaytextrange2765,Positive,0.1
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
Every time I see Nina Sosanya as a big fan of Last Tango In Halifax my heart breaks in two ,Negative,-0.055555556
They lost all 7 of their young children in a horrible fire This is so heartbreaking,Negative,-0.181818182
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
Empty house in Elmsdale a reminder of seven lives lost in Halifax fire via torontostar,Negative,-0.076923077
Most relevant phrase I have heard in eons and it was from todays funeral in Halifax So true From Sheikh Hamza ,Neutral,0
From Allah we came to Allah we return Ameen ,Neutral,0
Watching LeafsvsHabs tonight with my parents My way of enjoying the little moments after this weeks reminders of ,Positive,0.0625
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
We love you were here for you Funeral held for all 7 children killed in Halifax house fire ,Neutral,0
Imagine fleeing a war in order to start a new and better life in safety only to parish in a tragedy such as this R ,Negative,-0.125
Venezolanos en Halifax se renen para que el presidente Maduro permita la ayuda humanitaria ,Neutral,0
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
DonMillsHFX In tragedy Nova Scotia is one as a community in mourning for this family ,Negative,-0.166666667
RemoZaccagna What a sad week here in Halifax But if theres one thing that resonated with me today its these words Life is so sho,Negative,-0.058823529
DanielSimmsHRM SteveCraig4HRM hfxgov NEWS957 TheRickHoweShow thesmacleodshow TonyManciniNS Daniel make sur ,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
If you can donate to this family that lost all 7 of their young children in this Halifax House Fire Tragedy ,Negative,-0.066666667
CACupdates1 Halifax Cheer Elite Blue Crew IOC5 Global CNCC ,Neutral,0
Ive met hundreds of bus operators across Canada and fixing routing is probably one of their biggest priorities on ,Neutral,0
MysMelanie You two behave Watch out Halifaxdisplaytextrange1253,Neutral,0
GardenEclectic Two plants that are used extensively in steppe style plantings around the local parks and spaces around my neighbour,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
Tremblay4Esther Ceux qui disent que les Musulmans ne sintgrent pas vous avez la preuve cidessous que cest faux Dans le malheur,Neutral,0
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
CEOSJANS SJA NS PEI Board meeting hosted by Cmdr Scott Nelson aboard HMCS Halifax ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Earlier this week in Halifax a house fire took the lives of seven children In Cape Breton another two women were ,Neutral,0
MackLamoureux Lindsay Souvannarath spoke publicly for the first time giving us a deeper glimpse into the online radicalization which,Negative,-0.0625
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
MOOSEHEADS BO Groulx makes it 60 Halifax,Neutral,0
 Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.055555556
gerrypost Come join CarShare Atlantic in unveiling their fleet of accessible vehicles at the Halifax Central Library this TuesFeb 26,Positive,0.0625
thestarhalifax Earlier this week in Halifax a house fire took the lives of seven children In Cape Breton another two women were fou,Neutral,0
I had tears in my eyes watching the CKCO coverage of the funeral So so sad,Negative,-0.090909091
Aljawhrahm 7 ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
BeautifulRed7 Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire unspeaka,Negative,-0.0625
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Nous sommes 24 minutes pour que les Olympiques soient assur des sries liminatoires de la LHJMQ pour une 35e an ,Neutral,0
Wnd NW 2 kmh Max 341 kmh at 1340 Dry T 53C Chill 5C H 08C L 103C Rn24h 03 mm DP 103C Hum 68 ,Neutral,0
NaseehaHelpline begin to recover and heal Thank you to the Halifax community and Ummah Mosque for the public and moving funeral an,Positive,0.133333333
I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in ,Positive,0.058823529
Domestic slavery 1786 Nova Scotia Transcription follows in next tweet,Neutral,0
TareqHadhad We need to draw upon our strength and faith the next while will be hard and the family needs us all I shared on CBCMorn,Neutral,0
Peacebychoco We are partnering with Vandal Doughnuts to donate all the proceeds of sales to the beautifulhearted family affected with,Neutral,0
thestarhalifax Earlier this week in Halifax a house fire took the lives of seven children In Cape Breton another two women were fou,Neutral,0
Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
serge8249 Nep50633548 JustinTrudeau Reffuges r in hotels in Ont r underneath the bridges bcs shelters r full s drove across,Neutral,0
Did you know that new homes are more combustible burning exponentially faster than older buildings After a fi ,Neutral,0
nationalpost I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in Halifa,Positive,0.055555556
BandsFC Its been a pleasure to bring our exhibition to ThePieceHall in Halifax Such a fantastic venue ace shops and beautiful pe,Positive,0.1875
EmmaMcPerry Coooool I lived in Halifax 20162017displaytextrange1452,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
The Barho children killed in the house fire Ahmad 14 Rola 12 Mohamad 9 Ola 8 Hala 3 Rana 2 and Abdulla ,Negative,-0.045454545
Incendie Halifax de nombeuses personnes au dernier hommage des sept jeunes victimes via lplapresse,Neutral,0
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
NEWS1130 A warm embrace for grieving parents at funeral of seven young fire victims in Halifax ,Positive,0.066666667
brtt DanWolken Well I guess it is just like Micheal Brown story is a Halifax with the hands up dont shoot He ,Positive,0.052631579
God bless these angels,Positive,0.2
OMG ,Neutral,0
CACupdates1 West Halifax Cheer Envy IO5 CNCC ,Neutral,0
prayers up,Neutral,0
realDonaldTrump EVERY family was an immigrant at some point And it is possible for all colours to live together s ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
Mrsjvoelk This valuable workshop definitely strengthened my understanding of digital literacyand provided a significant number of i,Positive,0.133333333
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
Come down to PressedOttawa see some music and support a great cause syria halifax teddybear TwitCoast ,Positive,0.125
BexSaunders7 Ok Halifax peeps My 19 engineering student daughter is looking for a summer job in admin If anybody knows of anyone ne,Neutral,0
Two women have been found dead after a house fire in Cape Breton ,Negative,-0.083333333
KGEhockeyfan This is just so heartbreaking Maybe worth mentioning to your refugee friend Just to make sure she ,Positive,0.066666667
ParagonCause Come down to PressedOttawa see some music and support a great cause syria halifax teddybear TwitCoast spillmagazi,Positive,0.117647059
 February was so shit,Negative,-0.2
I cant even begin to imagine their pain May Allah pour his mercy upon this family ,Neutral,0
nationalpost I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in Halifa,Positive,0.055555556
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
My heart is with these poor children their family,Negative,-0.125
CACupdates1 West Halifax Cheer Envy IO5 CNCC ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
So fucking sad,Negative,-0.4
Cant even fathom this and what the parents are going through allahyerhamhom,Neutral,0
AllisonRhody56 Public funeral held for the seven Syrian refugee children who died in Halifax house fire ,Neutral,0
goodreads Halifax predicably predictabledisplaytextrange1144,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
LeslieBall29 Nope In Halifax for the moment displaytextrange1449,Neutral,0
Real tears RIP little Angels ,Neutral,0
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
EliHarold prayers up ,Neutral,0
Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.058823529
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
Today as Halifax and the Barho Family lay Mohamad Ahmed Rana Rola Ola Hala and Baby Abdullah to rest we wis ,Neutral,0
Halifax doubles the score in the middle frame and its 60 home team after 40 minutes against Saint John Shots 3213 Mooseheads,Neutral,0
TeenainToronto Looks like my sisters flight from Halifax to Punta Cana finally left 13 hours late She has lost a day of vacation,Neutral,0
MoraGuadeloupe February was so shit ,Negative,-0.166666667
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Mrsjvoelk This valuable workshop definitely strengthened my understanding of digital literacyand provided a significant number of i,Positive,0.133333333
Not in Halifax,Neutral,0
lemonlenniee Imagine fleeing a war in order to start a new and better life in safety only to parish in a tragedy such as this Rest In,Negative,-0.117647059
eamorris 7 white caskets as Halifax says goodbye to children lost in house fireCBC 1800 people attended How horribly sad tragic,Negative,-0.15
JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
nationalpost I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in Halifa,Positive,0.055555556
24 ounces never looked so good ribeye Halifax halifaxwaterfront downtownhalifax patio fall ,Neutral,0
laylaisaac Today as Halifax and the Barho Family lay Mohamad Ahmed Rana Rola Ola Hala and Baby Abdullah to rest we wish to sh,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
Bark from a tree bark freshtables freshtagram instagram Halifax Nova Scotia ,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
Of all the things to happen You wouldnt think these babies escaped war to the warm bosom of Nova Scotia only to p ,Positive,0.055555556
andrewallison Credit where credit is due NickyMorgan01 is working hard with people like SteveBakerHW and JacobReesMogg to get a,Positive,0.125
CBCNS UPDATED Halifax house fire kills 7 children of Syrian refugee family Police say that a man and a woman are still in hospital,Negative,-0.052631579
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
mrstopviolence This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
RNK expires Areal Flood Advisory for Caswell Rockingham Stokes Surry Wilkes Yadkin NC and City of Danville ,Neutral,0
RNK expires Areal Flood Advisory for Caswell Rockingham Stokes Surry Wilkes Yadkin NC and City of Danville ,Neutral,0
RNK expires Areal Flood Advisory for Caswell Rockingham Stokes Surry Wilkes Yadkin NC and City of Danville ,Neutral,0
Had so much fun at the LawNeedsFeminismBecause forum here in halifax Thank you to the amazing LawNeedsFem team ,Positive,0.076923077
nadiahammoud22 I cant even begin to imagine their pain May Allah pour his mercy upon this family ,Neutral,0
CACupdates1 West Halifax Cheer Envy IO5 CNCC ,Neutral,0
Jazz Air 8813 arrived at Halifax Intl YHZ at 2043 AST from Sydney Nova Scotia YQY after 049 en route Des ,Neutral,0
My heart is so heavy filled with grief I havent been able to sleep since this story broke out a few days ago Pro ,Negative,-0.1
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
ReinaMauricio analiza mucho propone poco muy tibio se esta volviendo seor reina por usted que el hp de ,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
MatthewMooreHFX I always LOL at the suggested route to walk home to Cape Breton from Halifax ,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
CBCCanada Halifax funeral for 7 children lost in fire open to public ,Negative,-0.083333333
Go head young boys,Neutral,0
LINK TO Halifax 2012 Heuristic model of Enactive Compassion it is contingent and emergent sdspain2019 ,Neutral,0
this is so sad,Negative,-0.25
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
laylaisaac Today as Halifax and the Barho Family lay Mohamad Ahmed Rana Rola Ola Hala and Baby Abdullah to rest we wish to sh,Neutral,0
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
Its not even 9 on a Saturday night but Im going to bed Such a gut wrenching day here in Halifax I would give m ,Neutral,0
Cant even begin to comprehend this level of grief rip sweet angels ,Neutral,0
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
vickibowe Thinking of the mother who has to bury her children today and the father whos too badly injured to attend May peace be up,Neutral,0
canada gt,Neutral,0
The Barho family settled in Halifax Nova Scotia in 2017 as Syrian refugees Today thousands of their fellow Cana ,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
FYNFLNNS CBCCDC is underway in Halifax Currently on deck is our Moderated Panel on growing your career through connecting and inn,Neutral,0
PTWordsMatter LINK TO Halifax 2012 Heuristic model of Enactive Compassion it is contingent and emergent sdspain2019 pain pa,Negative,-0.0625
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Halifax funeral for 7 children lost in fire open to public CBCNews ,Negative,-0.083333333
raoulbhaneja Sad day Farewell ,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
My heart goes out to the Barho family there are no words Halifax,Neutral,0
AndrewScheer Just you wait until the Grey Cup Championship comes to Halifax Andrew There aint no party like an e ,Positive,0.055555556
 Did I mention Christopher Paul Hasson TV Dude seems to have left the stage What are we up to now the news ,Neutral,0
nationalpost I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in Halifa,Positive,0.055555556
FAPAhrm After an amazing afternoon of choral and instrumental music tonight Winterlude will feature the older ensembles First up is,Positive,0.058823529
QldStorm forecast for today Severe storms with heavy rainfall are possible around the northeast tropical coast ,Neutral,0
RCMPNS all ready for the 9PMRoutine in Halifax Nova Scotiadoing my last minute checks but everything is all se ,Positive,0.066666667
mrstopviolence This picture is the saddest thing in lifeIf this doesnt touch you in some way I dont know if anything will,Neutral,0
Registration is open for the oneday Finding Freedom Symposium at the Halifax County CoOp on March 22nd where ren ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
AndyFillmoreHFX 1800 people came to share in the immeasurable mourning of the Barho family and their loved ones This is our promi,Negative,-0.066666667
SafwanChoudhry The Ahmadiyya Muslim Jamaat Canada extends ours deepest condolences sincere prayers for the Barho family as they bea,Positive,0.0625
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
I have attended many funerals but nothing like this Sheikh Hamza says at funeral for Syrian refugee children in ,Positive,0.058823529
TorontoStar The Barho children killed in the house fire Ahmad 14 Rola 12 Mohamad 9 Ola 8 Hala 3 Rana 2 and Abdullah who,Negative,-0.043478261
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
Third period is underway between the SJSeaDogs and Mooseheads in Halifax Moose lead 60,Positive,0.090909091
HfxRegPolice Halifax Regional Police is requesting the publics assistance in located a missing person 201927306 ,Negative,-0.071428571
Compassion the result of the interaction between elements of the complex adaptive system Halifax 2012 ,Negative,-0.083333333
Fun Video shoot with GoblinDenProductions and the Talented ImportMusic Check it out SupportLocalTalent Halifax ,Neutral,0
PTWordsMatter Compassion the result of the interaction between elements of the complex adaptive system Halifax 2012 SDPAIN2019 pr,Negative,-0.071428571
scbaddeley Had so much fun at the LawNeedsFeminismBecause forum here in halifax Thank you to the amazing LawNeedsFem team for host,Positive,0.071428571
CBCNews To my Christian aquaintances who say I cant prove the great sky fairy doesnt exist I say sure I can be ,Positive,0.047619048
DanBedell Wise words from Imam at todays funeral for 7 Syrian immigrant children who died Tuesday in Halifax house fire Life is s,Neutral,0
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
NatashaPace Halifax Regional Police Halifax fire have just arrived at the Cunard Centre to take part in todays funeral for the Bar,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
BrettCBC The family has asked for emergency staff to be part of todays ceremony Representatives from Halifax fire police services,Negative,-0.0625
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
DartmouthDerek This is someones family member You know who you are Turn yourself in ,Neutral,0
Mrsjvoelk This valuable workshop definitely strengthened my understanding of digital literacyand provided a significant number of i,Positive,0.133333333
SGirardau iamIqraKhalid BillBlair NeighbourNexus gagansikand OmarAlghabra RalphGoodale Just a point for you Iqra if Canadians a,Neutral,0
7 white caskets as Halifax says goodbye to children lost in house fire ,Negative,-0.076923077
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC Seven children dead A father in a medicallyinduced coma A mother who fled Syria with her family now destroyed This he,Negative,-0.1
Book recommendation for January The Great Halifax Explosion by John U Bacon For February The Deat ,Positive,0.058823529
7 children killed in Halifax house fire 2 adults sent to hospital Halifax Canada ,Negative,-0.066666667
geoffregan After this unimaginable tragedy our community has come together to support each other after the loss of these 7 children,Negative,-0.142857143
FancyBaeBae Sounds similar to how the statemedia vilified Jewish communities at the turn of the last century and ,Neutral,0
CAIRNational Our darkest day 1800 attend Halifax funeral for 7 children killed in house fire CBC News ,Negative,-0.055555556
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
Feb 23 2019Saint John Sea Dogs Jeremie Poirier gets checked by Halifax Mooseheads Joel Bishop left early in ,Neutral,0
PTWordsMatter Compassion the result of the interaction between elements of the complex adaptive system Halifax 2012 SDPAIN2019 pr,Negative,-0.071428571
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
Best Sunday morning markets in andor around Halifax Aaaannnnnd GO,Neutral,0
TorontoStar Did you know that new homes are more combustible burning exponentially faster than older buildings After a fire kill,Negative,-0.111111111
Incredibly sad may Allah give parents Sabar to do deal with this loss,Negative,-0.083333333
BrettCBC The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history n,Negative,-0.052631579
snail done by Helena Darling at Darling tattoos in Halifax Nova Scotia ,Neutral,0
CanadaMoments Friends family and community members gathered in Halifax in support of a Syrian refugee family that lost seven children,Neutral,0
We love you were here for you Funeral held for all 7 children killed in Halifax house fire ,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
All are invited to NewHorizonsHfxs Annual African Heritage Month Worship Service African Nova Scotian Affairs ,Neutral,0
 GOAL Lavoie gets his second 80 Halifax,Neutral,0
sybilfortheppl If you live in the HalifaxSable EDA are a registered member of the PPC and interested in becoming more involved plea,Negative,-0.066666667
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
BrettCBC The largest funeral Halifax has seen in recent memory 1800 chairs here Remembering Ahmed Rola Mohamad Ola Hal,Neutral,0
